Pro_name,Pro_color,Cus_name,Rating,Title,Date,Review
iphone 11,purple,Marketa Washington,1,Not satisfied,3-Mar-22,Phone has been on this software update screen for 2 hours I cana??t get to any other settings because ita??s still saying updating  the phone was completely dead when I got it but ita??s connected to Wi-Fi and is currently charged now with 50% battery so
iphone 11,purple,Naomi,3,There were a few scratches on phone,17-Oct-20,It worked and all but there was a few small scratches on it and I returned it. I had no problems with the return and luckily didn't have to pay to return the phone. Its a beautiful looking phone. I give it 3 stars because it is such a good phone and the
iphone 11,purple,Lorie,1,What a bummer,24-Dec-21,"Well to begin with, he display glass they a installed on this a??Reneweda??iPhone 11 was priced right , as I tried to set it up, however I discovered whya??The display glass that they installed on the phone is not an Apple display there for several of th"
iphone 11,purple,Danna Montana,4,F?-sico 10/10 pero sale un error ??Ayuda!,5-Oct-21,"El producto est?? en perfectas condiciones, la vida ?otil de la bater?-a lleg?3 con un 93%, lleg?3 en una caja gen??rica pero muy bien empacando.Llevo us??ndolo casi 2 semanas pero el problema es el siguiente: Me sale un aviso que dice: a??Puede que los "
iphone 11,purple,Im Eternal,1,HORRIBLE QUALITY CONTROL,20-Oct-20,Mine just came in today and man am I disappointed im not even going to turn it on 4-6 massive scratches on the phone visible from more than arms length away also looks like someone intentionally scratched it how did this make it past review
iphone 11,purple,Briana Abundiz,5,MUST BUY!,14-Jan-22,"I was kinda hesitant on buying bc of some of the reviews, but definitely made the right choice in ordering.No scratches & minimal damage on the frame for a refurbished phone. Definitely looks new.I got it on time! Even felt like it was super fast shippin"
iphone 11,purple,WeInSC,1,"Premium ripoff with ""Amazon Premium Renewed""",24-Jan-22,Paid a considerable premium with the promise of like-new quality and over 90% battery health... It was neither.
iphone 11,purple,mercedes,5,IM GRATEFUL!!!,18-Oct-20,"Value for money-I love this phone with all my heart even though I just got it like 4 days ago ita??s amazing I havena??t had trouble with it AT ALL,it was fully unlocked so the only thing I had to do was transfer my SIM card from my old phone to this pho"
iphone 11,purple,Ash-lea,5,Mint I11,10-Feb-20,No issues with the phone. It did get here a little late but that was fault of the shipping company
iphone 11,purple,Kerstin Arias,5,VERY impressed,9-Apr-21,"Not gonna lie; I was sooooo skeptical about ordering a renewed phone... it took me maybe 4 or 5 days of reading EVERY review, checking ALL ratings and so on and then just basically said screw it wea??ll cross that bridge when we get to it.WELL, leta??s j"
iphone 11,purple,Jesse Cook,2,NOT like new,11-Jun-21,"This product claimed that the phone was like new, and it was not at all as advertised. The phone had a very noticeable scratch on the back, which is annoying, but what really got to me is that the camera doesn't work. Whenever I open the camera to use it"
iphone 11,purple,Glendadp,1,DO NOT BUY!,26-Aug-21,Do not waste your money on this phone. It says internationally unlocked but it's crap. It is not reliable. One minute it works the next minute no service. The phone came with the screen chipped around the edge and it has been downstream since. The seller
iphone 11,purple,Hakki Tomanbay,1,Heavily used,20-Feb-22,"It says ""like new"" but the phone that came was heavily used, covered in scratches and could not ever pass as like new. The packaging was also covered in fingerprints and just looked really dirty. I was buying it as a birthday gift for someone but could n"
iphone 11,purple,CoRonda King,5,"Yes, I would recommend",24-Jan-22,"Got this phone for my daughter for Christmas. She absolutely loves it. Works great, so far no problems."
iphone 11,purple,Yolonda W.,1,FALSE ADVERTISEMENT!!!!!!,24-Aug-20,"First of all, it is false advertisement! I received my phone today and the phone is not unlocked! The seller needs to stop playing w/ people's money and lying because we don't have it like that to be going back and forth with this. I advise you to just g"
iphone 11,purple,Jose Camacho,5,Arrived sooner than expected,27-May-21,"Phone works fine, light wear on the glass but still a great value compared to new. I activated it on AT&T loving it so far. It replaced my 6s so I was due to upgrade. Would recommend 10/10"
iphone 11,purple,D-tritus,5,Works as expected,21-Oct-21,"Acceptable performance for the price. Heavy and clunky compared to the Pixel 3a I was using before this iPhone 11, plus the camera isn't any better than what I had with my $250 Pixel -- both shoot decent wide angle photos and video, decent processing cap"
iphone 11,purple,April,5,Looks nearly brand new,25-Jul-21,I was so worried about buying a phone from here (iPhone 11) . Ita??s for my sons birthday and I havena??t given it to him yet so Ia??m not sure how ita??s operating but it looks nearly brand new and ita??s charging to 100%. Ia??ll update if therea??s any
iphone 11,purple,Nonna D,5,Earplugs cana??t hook up to this product.,7-Mar-22,Didna??t realize that it didna??t have an EarPod hookup. Now I am waiting for a separate attachment to use for audiobooks.  Recommend including this piece of information in product description for tech challenged buyers to know at time of purchase
iphone 11,purple,Shanna,5,Totally Recommend,31-Jan-22,"It came in a really obscure android box which got me sweating a little bit but when I opened it, I was more than happy. It looked brand new. It came with a screen protector already on it and with the charging adapter and chord. The setup was good, and Ia"
iphone 11,purple,Katie,5,Worth it,10-Dec-20,I gave this a 5/5 because the phone came in perfect shape not even a scratch on it the battery has 100% of it life and came delivered nicely.
iphone 11,purple,Rochelle M.,5,Just buy it,31-Jan-22,"Video Player is loading.Play VideoPlayMuteCurrent Time??0:00/Duration??0:00Loaded: 0%Stream Type??LIVESeek to live, currently behind liveLIVERemaining Time??-0:00??1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions and "
iphone 11,purple,H.H.,4,Scratches and Lower Battery Capacity,1-Dec-21,"There were 3 noticeable scratches on the back of the phone, which I dona??t mind cuz Ia??m putting a case on. It did not come in the original apple box or come with the apple charger. The battery capacity was 90%. Other than that the screen looks like ne"
iphone 11,purple,rsr417,5,It is beautiful and it works great.,20-Dec-19,I love it.
iphone 11,purple,Martina Rister,1,Be careful what you buy.,3-May-20,I dislike. I didna??t have an issue until it got stuck in a boot loop and apple tech couldna??t even fix it! 700$ wasted. Returning and getting a refund. Plus didna??t even come with a chargere???
iphone 11,purple,yeehaw vik,3,for the price i cana??t complain,6-Mar-22,"came with a screen protector & non working off brand charger. scratches on back glass & dents on buffer. recently put a new screen protector on & noticed the front  screen is completely wrecked with scratches. i bought refurbished, unlocked, 128gb, purpl"
iphone 11,purple,Meadow,5,"A great vprice, came fast, works perfectly",5-Sep-21,"I had been looking everywhere for an unlocked iPhone 11 but they were hard to find. The refurbished price was about $800, unless I wanted to risk eBay. This was such a great deal and the phone works perfectly. It came in 4 days, was packaged carefully, a"
iphone 11,purple,Craven Moorehead,1,Not fully unlocked,15-Apr-20,I went to the store to get this phone set up twice and both times they said it wasna??t fully unlocked.
iphone 11,purple,Clay,4,Awesome Phone,9-Nov-21,Phone works great but it has some minor scratches and an unfortunate ding on the bottom. Not too big of a deal for a refurbished phone. But the final price of $500 is a bit high for a used phone. I only got this one due to it being a lot faster than wait
iphone 11,purple,Luisa,5,Good for the money/worth it,30-Mar-21,"Value for the money, it had a couple of scratches in the back but barely noticeable otherwise the phone runs good fully unlocked looks almost like new . The only complain I have about this phone is that the charger that comes with it, is not an Apple cha"
