,Démarche,Date,Identifiant,Satisfaction,Verbatim,Facilité,Simplicité,Difficulté,Autre difficulté,Aide,Autre aide,Source
2108,Simuler mes droits sociaux,2020/09/27 19:37:19,1797189,Pas bien,aucune information sur les droits éventuels suite aux informations fournies. Ai-je mal compris la démarche?,Bon,Bon,La démarche n'a pas fonctionné,-,-,-,button
2109,Simuler mes droits sociaux,2020/09/27 18:11:55,1796804,Très bien,JE NE PENSE PAS QUE J'AI LE DROIT A QUOI QUE CE SOIT . SI JE ME TROMPE DITES LE MOI .MERCI ,Bon,Bon,Autre,"JE SUIS HANDICAPE , VOUS NE LE MENTIONNE NUL PART","Internet (site, forum…)",-,button
2110,Simuler mes droits sociaux,2020/09/27 16:12:45,1796239,Très bien,"résultats sacrément erroné ! j'ai déjà fait des demandes pour les résultats proposés, je n'ai droit à rien du tout ",Bon,Bon,-,-,-,-,button
2111,Simuler mes droits sociaux,2020/09/27 13:25:13,1795691,Très bien,"Votre site est bien présenté, aucune ambiguité sur les mots, les termes ou phrases qui peuvent induire le demandeur en erreur. Félicitations !",Bon,Bon,-,-,-,-,button
2112,Simuler mes droits sociaux,2020/09/27 12:00:41,1795391,Moyen,"le résultat n'est pas bon. On me dit que je suis éligible au RSA alors que la CAF me dit le contraire. Le taux du LEP est de 1 % et pas de 1,25 % comme indique le simulateur.",Bon,Bon,-,-,Autre,financiere,button
2113,Simuler mes droits sociaux,2020/09/27 11:54:34,1795364,Pas bien,ce site ne sert à rien surtout lorsque l'on n'a pas d'argent à placer,Mauvais,Mauvais,Difficulté à joindre les pièces justificatives,-,Autre,aide à la pose de panneaux photovoltaïques pour faire des économies d'énérgie,button
2114,Simuler mes droits sociaux,2020/09/27 11:31:18,1795254,Pas bien,La MSA  me réponds que j'ai droit à rien avec 820 euros de pension invalidité par mois ,Bon,Moyen,"Manque d'informations avant de commencer la démarche ; La démarche n'a pas fonctionné ; Manque d'informations sur la suite, le délai...",-,"Un(e) proche ; Une association ; Un agent administratif ; Internet (site, forum…)",-,button
2115,Simuler mes droits sociaux,2020/09/26 14:08:37,1792972,Très bien,"Bonjour, Lorsque la synthèse et les résultats s'affichent, il devrait y avoir la possibilité de les enregistrer en pdf. Vous proposez seulement l'impression encore faut-il avoir une imprimante ! voici mon mail pour me répondre sycha1503@yahoo.fr Cordialement,  Sylvie Chaix",Bon,Bon,-,-,-,-,button
2116,Simuler mes droits sociaux,2020/09/26 13:06:15,1792814,Moyen,Pour comprendre les documents à joindre et les questions posées.  L'année 2019 pour moi est l'année du décès de mon mari.  Pour les impôts et les justificatifs de règlements perçus c'est compliqué pour moi .,-,Bon,Manque d'informations avant de commencer la démarche ; Difficulté à joindre les pièces justificatives,-,Un agent administratif,-,button
2117,Simuler mes droits sociaux,2020/09/26 12:38:31,1792728,Moyen,Il n y a aucun endroit où je pouvais déclaré les ajpp que l on va me versé pour m occuper de ma fille handicapée du coup pour le simulateur je n ai aucun revenu donc droit au rsa alors qu a mon avis je n y ai pas le droit car la caf va me versé 22 jours d ajpp mensuel soit 1145 euros. ,Bon,Bon,Autre,-,-,-,button
2118,Simuler mes droits sociaux,2020/09/26 11:10:42,1792386,Pas bien,"obligation de saisir des données connues des organismes sociaux obligation de saisir le revenu fiscal de reference  et en plus , le montant des rentes",Mauvais,Moyen,-,-,-,-,button
2119,Simuler mes droits sociaux,2020/09/26 10:53:38,1792296,Très bien,"Mes données sont exactes et je doit bénéficier de 260€ APL alors que j'ai que 170, 450€ d'ASPA et 9 mois que j'attends que mon dossier soit traité, cela fait 1 mois que j'ai écrit à la commission de recours et toujours rien. Je suis en précarité je vis en dessous du seuil de pauvreté mais personne ne bouge!je vais au resto du coeur pour pouvoir me nourrir un peu, j'ai des graves problèmes de santé mais tout le monde s'en fout. Le gouvernement, les organismes, l'administration etc tous tous ",Bon,Bon,-,-,-,-,button
2120,Simuler mes droits sociaux,2020/09/25 17:23:30,1790396,Pas bien,"Déçu ( manque possibilité de renseigner ASI), mais ne renseigne pas de manière exhaustive sur toutes les aides existantes .",-,-,-,-,-,-,button
2121,Simuler mes droits sociaux,2020/09/25 14:17:37,1789250,Pas bien,Pas adapté aucune information préenregistrée sur les revenus la situation. ..inutile dans ce cas de se connecter . ..il faut revoir,Mauvais,Mauvais,La démarche n'a pas fonctionné ; Autre,-,-,-,button
2122,Simuler mes droits sociaux,2020/09/25 14:12:18,1789221,Pas bien,"non car au vu de ma situation, je deviendrai vite désagréable",Bon,Bon,Autre,ne prend pas en compte les charges,Autre,financière,button
2123,Simuler mes droits sociaux,2020/09/25 11:02:52,1788142,Moyen,"Obligation d'indiquer un genre binaire (masculin ou féminin), il faudrait rajouter une case inclusive pour les personnes non-binaires. Manque d'informations sur comment postuler aux aides affichées à la fin de la simulation.",Bon,Bon,"Manque d'informations sur la suite, le délai...",-,Un(e) proche,-,button
2124,Simuler mes droits sociaux,2020/09/25 09:05:27,1787395,Moyen,OUI JE NAIS PLUS DE MUTUELLE CAR MON MARI N AS PAS Régler 2 mensualites  faute de cofinage dans la masonnerie et mes operation de la catarate qui ma couter plus de 560euros que j ai règlé depuis et ainsi que mes mensualités de la maaf ,-,Moyen,Manque d'informations avant de commencer la démarche,-,Un(e) proche,-,button
2125,Simuler mes droits sociaux,2020/09/25 08:49:12,1787339,Très bien,"Comment calculez-vous les aides, car trop de différences avec la réalité. Caf réelle 20€ Chèque énergie 63€. Votre simulation Caf 230€ + RLS 40€, Chèque 190€. Cordialement",Bon,Bon,-,-,-,-,button
2126,Simuler mes droits sociaux,2020/09/24 16:24:45,1784967,Moyen,"L exactitude!!!?!selon la simulation je peux faire une demande de rsa  alors que je travail , trouver m erreurs ",Bon,Bon,-,-,-,-,button
2127,Simuler mes droits sociaux,2020/09/24 13:55:52,1784071,Moyen,Il serait bien de dire au départ de la simulation quels documents réunirent afin de gagner du temps.,Bon,Bon,"Manque d'informations avant de commencer la démarche ; Manque d'informations sur la suite, le délai...",-,"Internet (site, forum…)",-,button
2128,Simuler mes droits sociaux,2020/09/24 12:10:44,1783589,Pas bien,préciser le plafond de revenus pour pouvoir bénéficier des aides,Moyen,Moyen,"Manque d'informations avant de commencer la démarche ; Manque d'informations sur la suite, le délai...",-,"Internet (site, forum…)",-,button
2129,Simuler mes droits sociaux,2020/09/24 09:01:45,1782497,Moyen,"Ma fille Océane est au lycée Paul Armand à Locminé (56) en internat. Ma fille a un handicap et dépend de la MDPH, nous recherchons un moyen de transport pour l'emmener le lundi au lycée et la ramener le vendredi à Bruz.",-,-,-,-,-,-,button
2130,Simuler mes droits sociaux,2020/09/24 03:38:32,1782259,Moyen,"L'application est très bien faite, le souci, en l'occurrence, est que les aides proposées ne s'appliquent pas, je pense à la Polynésie française, il faudrait donc prévoir une info avertissant que les aides s'appliquent uniquement à la France métropolitaine et peut-être des DOM... Merci. Cordialement.",Bon,Bon,-,-,-,-,button
2131,Simuler mes droits sociaux,2020/09/24 02:53:49,1782250,Pas bien,J'ai fait une simulation pour mon copain et ça a dit qu'il était éligible lui aussi à l'ass alors que j'avais coché non pour avoir travaillé 5 ans depuis 2010. À cause de ça on a remplit une démarche avec pleins de papiers inutilement pour une demande d'ass refusée,Bon,Bon,Autre,Ça dit que je suis éligible à l'ass alors que j'ai coché non pour avoir travaillé 5 ans depuis 2010,-,-,button
2132,Simuler mes droits sociaux,2020/09/23 16:28:54,1780267,Pas bien,Je suis en retaite depuis le 01 août 2020 et percois 570€ de retraite de base ai-je droit à une mutuelle santé gratuite ? ,-,-,La démarche n'a pas fonctionné,-,-,-,button
2133,Simuler mes droits sociaux,2020/09/23 15:17:13,1779767,Très bien,non,Bon,Moyen,Autre,"la question primo-accédant, pas comprie, répondu non ?!!",Une association ; Un agent administratif,-,button
2134,Simuler mes droits sociaux,2020/09/23 10:29:12,1778143,Très bien,"Pourquoi, à la fin du questionnaire, apparaissent plusieurs fois faire une demande pour des aides dont je bénéficie déjà ",Bon,Bon,-,-,-,-,button
2135,Simuler mes droits sociaux,2020/09/23 07:22:11,1777426,Très bien,Très pratique et très simple à utilisé Merci et du courage,Bon,Bon,-,-,-,-,button
2136,Simuler mes droits sociaux,2020/09/23 02:13:24,1777330,Moyen,"Bonjour, Le '' résultat ''après mes réponses :  Les sommes aux quelles j'aurais droit me semblent '' énormes'' ...? Marin Francis",Bon,Bon,Manque d'informations avant de commencer la démarche ; Difficulté à joindre les pièces justificatives,-,-,-,button
2137,Simuler mes droits sociaux,2020/09/22 22:55:12,1777116,Très bien,"une super aide pour clarifier nos droits, toujours inquiet avec des revenus tres faible, les declaration trimestrielle caf nous inquiette tous les trois mois de savoir si on va garder nos droits ou non avec un seul salaire la vie est dure! ppa et rsa refuser, la caf est vraiment pas la pour les plus pauvre! avec un salaire les choses ne sont pas la pour aider, pas de salaire oui des aides, des revenus oui pour encourager les revenus mais un seul salaire rien",Bon,Bon,-,-,-,-,button
2138,Simuler mes droits sociaux,2020/09/22 21:24:23,1776809,Très bien,J'ai eu besoin d'un proche pour scanner mes documents car je ne possède pas d'imprimante/scanner.,Bon,Bon,Autre,Difficulté pour joindre les pièces si on ne possède pas de scanner chez soi,Un(e) proche,-,button
2139,Simuler mes droits sociaux,2020/09/22 20:54:21,1776684,Moyen,PAS de statut salarié dans Les choix,Bon,Bon,-,-,-,-,button
2140,Simuler mes droits sociaux,2020/09/22 15:26:18,1774860,Moyen,"Par rapport aux montant dit en moyenne, nous ne percevons pas ses montant la... (nous percevons moins !!!)!!! ",Bon,Bon,-,-,-,-,button
2141,Simuler mes droits sociaux,2020/09/22 11:58:46,1773830,Pas bien,"Je n'ai toujours pas ma retraite. Impossible de joindre 1 personne pour m'aider  Je ne sais toujours pas si mon dossier est en cours, s'il manque des informations etc Tout ça à cause de la Covid 19, on ne peut plus joindre les organismes!!! Je me retrouve sans revenus !!!!",Mauvais,Mauvais,Autre,Incompréhensible pour moi.,Un agent administratif,-,button
2142,Simuler mes droits sociaux,2020/09/22 11:45:02,1773749,Pas bien,Le jour ou le personnel de la MSA aimera son travail et donc s'impliquera tout ira mieux !!!!,Bon,Bon,"Manque d'informations sur la suite, le délai...",-,Autre,De personnes compétentes! ⁹,button
2143,Simuler mes droits sociaux,2020/09/22 11:07:50,1773525,Très bien,"plateforme très fonctionnelle et très simple à comprendre , comme elle est en lien avec le ce que l'on a déjà déclaré auprès des impôts etc c'est très simple à utiliser . Je pense que cette plateforme mériterait d'être plus largement diffusé afin d'être connue du plus grand nombre ",Bon,Bon,-,-,-,-,button
2144,Simuler mes droits sociaux,2020/09/22 09:00:04,1772832,Très bien,Les réponses que vous apportez ne répondent pas à la réalité car nous avons les demandes et tous à été refusées. ,Bon,Bon,-,-,Un(e) proche,-,button
2145,Simuler mes droits sociaux,2020/09/21 22:32:48,1772346,Pas bien,je FAISAIS une simulation de demande d' APL et sa ma proposé une demande  d'APA,Moyen,Bon,Manque d'informations avant de commencer la démarche,-,-,-,button
2146,Simuler mes droits sociaux,2020/09/21 21:04:58,1772027,Pas bien,"Site très mal fait : on demande une simulation et aucune réponse à la fin, de plus, en essayant de contacter le CASVP on m'annonce un problème technique. Je trouve cela abusé de votre part : les gens se découragent facilement et laissent tomber par la suite, impossibilité de rejoindre un agent sur place : que nous proposez-vous voyant la situation en ce moment ?",Mauvais,Mauvais,"La démarche n'a pas fonctionné ; Le site ne s'affichait pas bien sur mobile ; Manque d'informations sur la suite, le délai...",-,Un agent administratif,-,button
2147,Simuler mes droits sociaux,2020/09/21 18:32:27,1771321,Moyen,Je veux connaitre quel sera le montant de ma retraite ! Je n'y arrive pas ! Merci de bien vouloir m'aider svp.,Moyen,Bon,-,-,Un agent administratif,-,button
2148,Simuler mes droits sociaux,2020/09/21 17:22:29,1770905,Moyen,"je bénéficie de toutes les aides citées sauf du logement social car ceux de ma commune ne m'ont pas été accordés selon mes besoins (pas de cave ni de garage, non isolé, sombre, cuisine et débarras minuscules)",-,Bon,"Manque d'informations sur la suite, le délai...",-,-,-,button
2149,Simuler mes droits sociaux,2020/09/21 13:32:13,1769489,Pas bien,"Droit aux RSA et CSS pour revenus déclarés de 58600 €/a, (couple + 2 enfants), il doit y avoir erreur",Moyen,Moyen,-,-,-,-,button
2150,Simuler mes droits sociaux,2020/09/21 12:23:59,1769142,Moyen,"Les droits auxquels on peut prétendre son à priori faux car lors des différentes simulation sur les sites de la caf, je n'ai le droit à rien alors que d'après votre site je suis éligible à plusieurs choses... c'est mensonger...",Bon,Bon,La démarche n'a pas fonctionné,-,-,-,button
2151,Simuler mes droits sociaux,2020/09/21 12:06:38,1769044,Moyen,Je suis étonnée d'avoir le droit au RSA et à la CSS étant donné ma situation professionnelle. Je pense qu'il s'agit d'une erreur.,Bon,Bon,La démarche n'a pas fonctionné,-,-,-,button
2152,Simuler mes droits sociaux,2020/09/21 09:20:26,1767968,Moyen,pas assez d'aide financiere pour les etudiants,Bon,Bon,"Manque d'informations sur la suite, le délai...",-,-,-,button
2153,Simuler mes droits sociaux,2020/09/21 06:28:24,1767687,Très bien,RAS,-,Bon,-,-,-,-,button
2154,Simuler mes droits sociaux,2020/09/20 16:49:56,1766312,Très bien,"à quand les simulateurs prenant en compte une situation future proche ? Je veut dire que connaissant mes revenus à partir de mai 2021 , j'aurai  "" bien aimé "" savoir mes droits ",Bon,Bon,-,-,-,-,button
2155,Simuler mes droits sociaux,2020/09/20 15:53:19,1766106,Moyen,le calcul de l'aide au logement est erroné car non fait sur les revenus des 3 derniers mois mais sur l'ancien calcul soit RFDR N-2 et donc merci svp de mettre à jour le site car cela donne une mauvaise information. merci.,Bon,Bon,Autre,mauvais calcul légal sur APL,-,-,button
2156,Simuler mes droits sociaux,2020/09/19 15:02:19,1763417,Moyen,"On me demande mon revenu fiscal de référence. On me dit que j'ai droit au rsa et a la complémentaire santé.  Et quand on menvoie sur la caf pour le rsa, je n'ai pas le droit  car je rentre mon salaire mensuel  et on ne tient pas compte de mes frais réels  donc je ne sais comment faire pour bénéficier de ce que j'ai droit",Bon,Bon,Autre,Pas de synchronisation entre mes aides.gouv et la caf et ameli,Autre,Renseignements pour que mes frais réels soient pris en compte par la caf,button
2157,Simuler mes droits sociaux,2020/09/19 14:42:08,1763352,Pas bien,"Le site maretraite.fr me renvoie vers ceci pour connaitre mes droits sociaux et notamment la majoration de 10% de ma pension de retraite du fait que j'ai 3 enfants. Je n'ai pas eu de reponse.  Cordialement,",Mauvais,Moyen,"Manque d'informations avant de commencer la démarche ; Manque d'informations sur la suite, le délai... ; Autre",-,Un agent administratif,-,button
2158,Simuler mes droits sociaux,2020/09/19 12:45:34,1763025,Très bien,merci beaucoup,Bon,Bon,-,-,-,-,button
2159,Simuler mes droits sociaux,2020/09/19 11:44:40,1762764,Très bien,"Bonjour,Est-ce que j'ai droit à la prime d'activitée",-,-,-,-,-,-,button
2160,Simuler mes droits sociaux,2020/09/18 17:03:54,1760668,Pas bien,Les résultats ne correspondent pas et sont très éloignés de la réalité,Mauvais,Mauvais,La démarche n'a pas fonctionné,-,-,-,button
2161,Simuler mes droits sociaux,2020/09/18 16:34:26,1760497,Pas bien,"Certaines questions sont mal posées. Exemple : avez-vous fait un pret immobilier ? réponse : oui. Date : réponse : 15/07/2000. Votre logement est-il neuf ou plus de 5 ans ? réponse : plus de 5 ans (nous avons construit notre résidence principale il y a 20 ans à l'aide de ce pret). Ce pret a-t-il servi à la rénovation du logement ? à l'agrandissement du logement ? ben ni l'un ni l'autre puisqu'il a servi à sa construction, mais la réponse n'est pas possible. Même chose plus loin : avez-vous des biens immobilier ? et il y a d'autres exemples comme celui-ci.",Mauvais,Moyen,La démarche n'a pas fonctionné,-,-,-,button
2162,Simuler mes droits sociaux,2020/09/18 15:10:49,1759991,Pas bien,Je ne comprends pas cette démarche pour simuler les aides... la fin on propose l'ouverture d'un livret d'épargne ?,Bon,Moyen,Autre,la finalité à savoir qu'auront nous comme aide nous amène à l'ouverture d'un livret a.....,-,-,button
2163,Simuler mes droits sociaux,2020/09/18 13:04:08,1759341,Très bien,"OUI : pour l'allocation aux personnes âgées, soit pour leur permettre d'atteindre - en cas de pension de retraite inférieur au minimum vieillesse - il est indispensable de préciser que lorsque le demandeur est propriétaire de son logement, au moment de sa vente, l'état récupère le montant des allocations complémentaires qui lui ont été versées sur le produit de ladite vente d'autre part, j'ignore pourquoi, cette année, le montant du chèque énergie qui m'a été alloué était réduit de moitié bref, c'est toujours ça pour la css, j'ai fait la demande et suis prise en charge à compter du 1er août pour le reste, je n'ai pas droit aux prestations merci pour votre travail et votre soin bien cordialement",Bon,Bon,-,-,-,-,button
2164,Simuler mes droits sociaux,2020/09/18 13:04:01,1759339,Moyen,JE N AI PAS BIEN COMPRIS A QUOUI SERVAIT CETTE SIMULATION? JE SUIS CENSEE RECEVOIR OU VERSER DE L ARGENT A QUI? POURQUOI ;;; JE N AI RIEN COMPRIS!!!! mais l interface est tres bien faite en dehors de cela! bonne journée,Bon,Bon,-,-,-,-,button
2165,Simuler mes droits sociaux,2020/09/18 11:18:42,1758831,Pas bien,le résultat est faux par rapport au simulateur de la CAF,Bon,Bon,-,-,-,-,button
2166,Simuler mes droits sociaux,2020/09/18 11:14:10,1758811,Pas bien,La simulation tient compte des revenus 2019-2020 alors que la CAF prend en compte les revenus de 2018. Il y a comme une incohérence dans le système...,Bon,Bon,-,-,-,-,button
2167,Simuler mes droits sociaux,2020/09/18 10:14:10,1758451,Moyen,"perplexité sur les résultats mais j'ai peut être tort ?   vus les revenus du foyer, je serais très étonné que nous puissions bénéficier du RSA par exemple ?? merci",Bon,Moyen,-,-,-,-,button
2168,Simuler mes droits sociaux,2020/09/17 21:22:06,1757221,Pas bien,Je déclare un revenu de 36500 euros pour un foyer contenant seulement un couple et on me propose de faire une demande de RSA. Le résultat est bien étrange ...,Bon,Bon,Autre,-,-,-,button
2169,Simuler mes droits sociaux,2020/09/17 20:52:31,1757101,Moyen,J'ai été dirigé sur ce lien par le lycée de ma fille pour Faure la demande de bourse mais je n'ai pas trouvé ,Bon,Bon,"Manque d'informations sur la suite, le délai...",-,-,-,button
2170,Simuler mes droits sociaux,2020/09/17 19:22:30,1755925,Pas bien,Aucun résultat ne s'affiche sur les possibilités de CS,Bon,Bon,-,-,-,-,button
2171,Simuler mes droits sociaux,2020/09/17 14:46:22,1754247,Moyen,"Nous vivons un enfer avec l'organisme MSA nous restons sans suite et sans réponses de leur services ; nous avons fini par abandonner malgré nos droits éventuels. c'est un enfer on se sent abandonnés malgré nos investissements et notre lutte à maintenir l'entreprise vivante. demande RSA : sans suite, demande prime activite : sans suite ...",Bon,Bon,Autre,NOUS AVONS DEJA FAIT LES DEMARCHES AUPRES DE LA MSA IL Y A PLUSIEURS MOIS AUCUNE REPONSE A CE JOUR,-,-,button
2172,Simuler mes droits sociaux,2020/09/17 10:27:45,1752707,Moyen,"Ayant déjà fait plusieurs simulations le sytème me donne des droits différents alors que mes revenus ne connaissent que de faibles variations parallèlement, puis lorsqu'on fait la demande aux services concernés ceux ci nous répondent que votre site est juste à titre informatif et que les prestations nous sont refusées sans autre référence, en effet il serait intéressant de nous donner des fiches de barèmes de calcul pour ce type de prestations afin de comprendre la plaisanterie que votre sytème nous fait à chaque manipulation de celui-ci.",Bon,Bon,"Manque d'informations sur la suite, le délai...",-,Un agent administratif,-,button
2173,Simuler mes droits sociaux,2020/09/16 19:48:08,1750957,Pas bien,je ne comprends pas en me déclarant en couple avec un enfant à charge étudiant. Nous avons 41742 euros de revenu fiscal de référence on me propose de faire une demande de RSA pour un montant de 1020 euros !! S'agit-il d'un beug !! Merci pour votre réponse Bien à vous,Bon,Bon,-,-,-,-,button
2174,Simuler mes droits sociaux,2020/09/16 17:46:11,1750221,Très bien,Mes droits à la retraite ,Bon,Bon,Autre,-,-,-,button
2175,Simuler mes droits sociaux,2020/09/16 17:14:26,1749983,Moyen,"Ma situation ne m'a pas semblée reflétée dans la simulation. Française, je travaillais ces dernières années à l'étranger et cherche à comprendre mes droits lors de mon retour en France, sans emploi.",Bon,Bon,-,-,-,-,button
2176,Simuler mes droits sociaux,2020/09/16 16:21:48,1749619,Pas bien,La simulation indique des droits auxquels je peux prétendre alrs que ce n'est pas le cas compte-tenu des ressources du foyer.,Bon,Bon,Autre,Les droits annoncés accessibles sont faux.,-,-,button
2177,Simuler mes droits sociaux,2020/09/16 16:06:24,1749517,Très bien,avec le simulateur j ai le droit à 500 RSA alors que je suis en activité alors que la MSA me propose aucune aide je pense qu'il ne faut pas faire espérer les personnes cordialement,Bon,Bon,"Manque d'informations sur la suite, le délai...",-,Un agent administratif,-,button
2178,Simuler mes droits sociaux,2020/09/16 14:48:02,1748944,Moyen,Je suis a la retraite depuis le 1 avril 2018 je ne reçois pas de complémentaire msa est ce normal?,Moyen,Moyen,"Manque d'informations sur la suite, le délai...",-,Un agent administratif,-,button
2179,Simuler mes droits sociaux,2020/09/16 14:20:52,1748754,Très bien,"Lorsque je veux me connecter pour la première fois, le site ne reconnaît pas mon numéro de sécurité sociale (que j'ai été jusqu'à copier/coller depuis mon compte Ameli)",Bon,Bon,-,-,-,-,button
2180,Simuler mes droits sociaux,2020/09/16 12:07:22,1747992,Très bien,Réunir et envoyer les justificatifs est malaisé: en effet la taille des documents à joindre est plafonnée parfois à 0.9 Mo,Bon,Bon,-,-,-,-,button
2181,Simuler mes droits sociaux,2020/09/16 08:47:01,1746692,Moyen,Le simulateur propose le RSA alors que je travaille.  Je pense que les intitulés ne sont pas à jour : peut-être que RSA ici signifie prime d'activité qui remplace le RSA activité ? Ce n'est pas clair. ,Bon,Bon,-,-,-,-,button
2182,Simuler mes droits sociaux,2020/09/16 07:56:45,1746548,Moyen,Simulation aides différentes de la réalité. ,Bon,Bon,-,-,-,-,button
2183,Simuler mes droits sociaux,2020/09/15 20:17:38,1745552,Moyen,NOUS AVONS TRAVAILLE TOUTE NOTRE VIE PAYER DES IMPÔTS TOUTE NOTRE VIE ET ARRIVER EN RETRAITE NOUS N'AVONS DROIT A RIEN ,Moyen,Moyen,-,-,-,-,button
2184,Simuler mes droits sociaux,2020/09/15 19:57:30,1745487,Très bien,Site très bien fait mais pas de dispositif similaire pour accéder en ligne Mission locale - Pole Emploi,Bon,Bon,"Manque d'informations sur la suite, le délai...",-,Un(e) proche,-,button
2185,Simuler mes droits sociaux,2020/09/15 19:53:43,1745475,Moyen,A pas répondu à ma simulation ,Bon,Bon,Manque d'informations avant de commencer la démarche,-,-,-,button
2186,Simuler mes droits sociaux,2020/09/15 16:01:10,1744137,Pas bien,"Simuler 230e de prime d'activité, simulation sur le site de la caf = 0e.",Bon,Bon,La démarche n'a pas fonctionné,-,-,-,button
2187,Simuler mes droits sociaux,2020/09/15 11:30:15,1742590,Pas bien,Complètement inutile n'a pas répondu à ma recherche,Moyen,Bon,-,-,-,-,button
2188,Simuler mes droits sociaux,2020/09/15 10:58:18,1742347,Très bien,Non. Tout est bien. Merci.,Moyen,Bon,Difficulté à joindre les pièces justificatives,-,-,-,button
2189,Simuler mes droits sociaux,2020/09/15 09:48:37,1741880,Très bien,Bonjour vous êtes parfait pour aider ma démarche merci bien amicalement,Bon,Bon,-,-,Un(e) proche,-,button
2190,Simuler mes droits sociaux,2020/09/14 20:07:20,1740536,Pas bien,"Le site n'a pas compris que mon fils reprend ses études et n'a gagné que des salaires petits jobs en CDD. Je me porte garante pour lui, c'est compliqué de répondre à vos questions. Tous les cas ne sont pas envisagés. j'abandonne ",Mauvais,Bon,Autre,-,-,-,button
2191,Simuler mes droits sociaux,2020/09/14 13:31:40,1738207,Pas bien,on revient toujours a la fin a nous dire un probleme dans le simulateur toujours en le faisent plusieurs fois,Mauvais,Bon,La démarche n'a pas fonctionné ; Autre,cela ne fonctionne jamais cest nul,-,-,button
2192,Simuler mes droits sociaux,2020/09/14 10:38:49,1737164,Très bien,site très bien fait et facile à utiliser. se sont les autres sites qui sont compliqué à utiliser.,Bon,Bon,"Manque d'informations sur la suite, le délai...",-,-,-,button
2193,Simuler mes droits sociaux,2020/09/13 15:55:43,1735019,Moyen,"je m'occupe de ma femme handicapée et alité avec l'aide de l""adapa.",-,Moyen,"Manque d'informations sur la suite, le délai...",-,-,-,button
2194,Simuler mes droits sociaux,2020/09/13 09:58:07,1734018,Très bien,Je suis nul pour les papier administratif c'est compliqué de trouver tous,Bon,Bon,Difficulté à joindre les pièces justificatives,-,Un(e) proche,-,button
2195,Simuler mes droits sociaux,2020/09/13 08:32:14,1733871,Pas bien,En gros vous mettez un site en ligne pour accéder aux aides.  Finalement vaut mieux que je change de nom pour avoir droit à une aide.  Quand je vois ce qu on file aux immigrés. BRAVO,Bon,Moyen,Manque d'informations avant de commencer la démarche,-,-,-,button
2196,Simuler mes droits sociaux,2020/09/12 18:50:28,1733196,Pas bien,"Je perçois une pension de retraite, mes revenus c'est avant impôts ou après ir Quand est-il de la taxe foncière? , cela fait  baisser les ressources de beaucoup.  Ceci sans compter la mutuelle santé!",Moyen,Moyen,Manque d'informations avant de commencer la démarche,-,-,-,button
2197,Simuler mes droits sociaux,2020/09/12 15:21:43,1732522,Moyen,blocage sur l'épargne,-,-,La démarche n'a pas fonctionné,-,Une association ; Un agent administratif,-,button
2198,Simuler mes droits sociaux,2020/09/12 14:41:08,1732394,Pas bien,"Bonjour,  Vous me faites miroiter 550€/mois d'aides sociales, plus 240€ annuel de chèque énergie! Après les simulations , malgré le fait que je n'avais aucun espoir, les organisme sociaux m'octroie 0.00€. Merci ,pour cette bonne tranche de rigolade et pour ce magnifique ascenseur émotionnel.  Il serait bon que vous coordoniez vos méthodes de calcul, avec  celles des organismes sociaux!  Cordialement,  E.AUBOIN",Bon,Bon,Autre,Le resultat est complètement oposé au conclusion des organisme de sécurité sociale,-,-,button
2199,Simuler mes droits sociaux,2020/09/12 13:22:09,1732144,Très bien,Ce site est très utile par la qualité des informations et la rapidité d'exécution outre un gain très précieux de temps.,Bon,Bon,Autre,aucune difficulté ,-,-,button
2200,Simuler mes droits sociaux,2020/09/11 14:40:30,1728876,Moyen,Très intéressant,Bon,Bon,Autre,manque dans les aides perçues l'APA,-,-,button
2201,Simuler mes droits sociaux,2020/09/11 11:49:37,1727992,Pas bien,EN FAIT POUR AVOIR DES AIDES COMME ME L'A DIT LA CAF IL FAUT DIVORCER. COMME M'A FEMME EST PROPRIETAIRE DE L'APPARTEMENT  ON EST MARIE SOUS LE REGIME DE LA SEPARATION DE BIENS MOI JE N'AI DROIT A RIEN MEME SANS REVENU ET MA FEMME N'A QUE SA RETRAITE QUAND ON A TOUT PAYE CHARGE ASSURANCE EAU GAS ELECTRICITE IL NE NOUS RESTE PAS GRAND CHOSE.. EN FAIT TOUT CEUX QUI VIVENT ENSEMBLE SANS ETRE MARIE ILS ONT TOUT. ,Moyen,Bon,-,-,-,-,button
2202,Simuler mes droits sociaux,2020/09/11 10:56:38,1727647,Moyen,la question de l attribution de l apa  n est pas posée or compte tenu de ma situation j en beneficie  De plus la question de l atriubution de la demie part supplementaire n est pas demandée or pour l obtenir il faut joindre la carte mobilité invalidite ( demande du service des  impots pour passer en commission d attribution or cette carte est attribuée par la MDPH du departement qui fournit une carte mobilité inclusion meme au personne qui ne peuvent plus conduire suite a un AVC et Quand vous obtenez cette carte n est pas retroactive alors que votre accident de santé est tres ancien  il y a de l amélioration a mettre en oeuvre comme la capacité a la conduite lors d avc cerebeleux  A votre disposition  en espérant la retroactivite pour cause de delai d attribution et d affectation a la date de fourniture du document et non de l accident  des années ?,Bon,Bon,La démarche n'a pas fonctionné,-,-,-,button
2203,Simuler mes droits sociaux,2020/09/11 10:32:54,1727493,Moyen,j ai 68 ans j ai beaucoup de mal a comprendre tout ce que vous me demandez,Moyen,Moyen,Difficulté à joindre les pièces justificatives,-,-,-,button
